x, y, z, size 
-0.153365, 37.680237, 215.599777, 1.629565, 929.216980 
-86.786507, -14.818449, 316.495911, 1.918080, 50001.988281 
5.900237, -114.582115, 341.175842, 1.276281, 947.470581 
97.457184, -55.053558, 306.270416, 1.062316, 536.223755 
7.408775, -1.578091, 214.139221, 1.786747, 441.004120 
-58.705589, -1.502759, 254.523376, 1.893861, 313.817474 
-18.400291, 47.237816, -203.481232, 1.948858, 507.920410 
-20.003019, 15.942650, -203.693008, 1.737098, 420.467865 
-24.795654, 34.226292, -205.108292, 1.508754, 836.799988 
0.930454, 23.326763, -203.980164, 1.449940, 327.362946 
5.764521, 56.571018, -203.595276, 1.834833, 407.994263 
40.913025, 40.504425, -203.591064, 1.839023, 555.429504 
-14.733620, 34.949905, -204.394257, 1.035847, 1894.428955 
-6.008627, 69.302338, -204.392899, 1.037196, 590.061157 
16.577473, 77.908432, -204.109894, 1.320196, 435.702881 
-12.152470, 46.527313, -203.495605, 1.934500, 409.208740 
-12.610570, -36.363899, 42.999092, 1.818208, 50002.027344 
1.695896, 16.299294, -204.283508, 1.146585, 505.248657 
-12.129031, 52.850220, -204.182938, 1.247168, 544.906799 
-18.751671, 39.578560, -204.392700, 1.037387, 875.312500 
12.202071, 44.361378, -204.408508, 1.021601, 468.378082 
-6.991311, -16.308428, 32.906345, 1.935889, 50002.039062 
-28.637770, 1.227496, -203.711349, 1.718745, 773.214172 
29.387789, 2.391300, -18.939344, 1.371239, 50002.042969 
-17.855028, 32.301750, -204.178619, 1.251471, 864.330261 
-15.451130, 21.550510, -203.567413, 1.862683, 661.947327 
32.308426, 11.264286, 13.861075, 1.569007, 50002.050781 
-29.502439, 49.418137, -203.648010, 1.782091, 427.534882 
-28.853500, -22.062191, 5.353971, 1.811406, 50002.054688 
-17.400772, 18.733133, -203.870331, 1.559775, 728.822510 
-15.342094, 36.456669, -203.580841, 1.849268, 310.638763 
29.392918, 4.922128, -0.897723, 1.653276, 50002.062500 
-9.288416, 42.812241, -204.175690, 1.254406, 862.583740 
-8.790873, 10.426275, -204.319550, 1.110554, 338.643188 
18.956356, 52.809280, -203.694443, 1.735668, 281.959961 
-1.953048, 28.534382, -203.579895, 1.850210, 773.694092 
-15.513214, 24.427589, -203.799866, 1.630235, 409.894226 
-14.635150, -6.004728, -204.092102, 1.337983, 651.091492 
-14.361231, -18.674231, 26.609135, 1.967612, 50002.082031 
6.682672, -5.249507, -204.047897, 1.382213, 1661.236450 
24.101412, 1.602523, 2.772813, 1.688068, 50002.085938 
-39.293999, 15.554069, -204.009872, 1.420227, 954.950256 
-13.433687, -3.927517, 36.703281, 1.981893, 50002.089844 
-15.337472, 22.652130, -203.976929, 1.453161, 259.742218 
-15.003569, 14.935432, -203.996521, 1.433589, 456.946716 
8.136673, 4.259565, -203.627792, 1.802321, 923.981201 
11.392217, 28.021250, -45.345901, 1.119282, 50002.101562 
-23.832018, 34.714073, -204.345123, 1.084973, 624.453674 
2.079787, 42.093040, -204.367569, 1.062527, 788.041016 
-4.373662, 10.743546, -204.122345, 1.307746, 425.767975 
